id,sample,long,lat
,"2233",104.931255228404,57.2836155703792
,"2234",104.941580540671,57.2829601192141
,"2235",104.951201074976,57.2779968536436
,"2236",104.958411523758,57.2690852922694
,"2237",104.968176200117,57.2589808198566
,"2238",104.98135833759,57.2433047570614
,"2239",104.968843668316,57.2335104596642
